Name,Book,Type,Subtype,Size,HD,CR,Environment,Misc
Demon;  Carnage,['(MM5 p022)'],Outsider,Evil;Chaos,Medium ,3,4,Plane of Abyss; Plane of Shavarath,-
Demon;  Ekolid,['(HotA p038)'],Outsider,Obyrith;Evil;Chaos,Small ,6,4,Plane of Abyss,-
Demon;  Guecubu,['(HotA p041)'],Outsider,Loumara;Evil;Chaos;Incorporeal,Medium ,4,4,Plane of Abyss,-
Demon;  Skulvyn,['(FF p05) - (3.5up p24)'],Outsider,Tanar’ri;Evil;Chaos;Aquatic,Large ,4,4,Plane of Abyss,-
Demon;  Vorr,['(FF p186)'],Outsider,Evil;Chaos,Medium ,3,4,Plane of Abyss,-
"Devil;  Spined (aka ""Spinagon"")",['(Tot9H p13) - (MotP p16) - (3.5up p28)'],Outsider,Baatezu;Evil;Law,Small ,3,4,Plane of Hell,-
Energon;  Xag-Ya,['(MotP p16) - (3.5up p2)+ - (Eb p96)'],Outsider,Incorporeal,Medium ,5,4,Plane of Positive; Plane of Irian,-
Giant Eagle;  Radiant,['(DR321 p073)'],Outsider,Native;AugmentedMagicalBeast,Large ,4,4,Plane of Radiance,Template - Radiant; Cohort +5
Janni,['(MM p116)'],Outsider,Native,Medium ,6,4,Warm Deserts,Lvl +5
Nightmare;  Lesser,['(Planar p127)'],Outsider,Evil,Large ,6,4,Plane of Hades,Cohort +4
Rainbow Dweller,['(DR321 p075)'],Outsider,Incorporeal,Medium ,4,4,Plane of Radiance,-
Ramadeen,['(Mini p067)'],Outsider,Good;Law,Large ,4,4,Plane of Celestia,-
Windscythe,['(MM4 p177)'],Outsider,-,Large ,8,4,Plane of Pandemonium; Plane of Kythri,-
Yugoloth;  Voor,['(MM4 p19) - (Eb p97)'],Outsider,Yugoloth;Evil,Large ,5,4,Plane of Gehenna; Plane of Mabar,-
Abishai;  Black,['(Tot9H p109)'],Outsider,Baatezu;Evil;Law,Medium ,5,5,Plane of Hell,-
Achaierai,['(MM p00) - (Ebp97)'],Outsider,Evil;Law,Large ,6,5,Plane of Acheron; Plane of Lamannia,-
Arrowhawk;  Adult,['(MM p01) - (Ebp97)'],Outsider,Air,Medium ,7,5,Plane of Air; Plane of Lamannia,-
Barghest;  Greater,['(MM p02) - (Eb p97)'],Outsider,Shapechanger;Evil;Law,Large ,9,5,Plane of Gehenna; Plane of Mabar,-
Canomorph;  Haraknin,['(FF p026)'],Outsider,Fire;Evil;Law;Shapechanger,Medium ,6,5,Lower Planes,Lvl +3
Celestial;  Sliver,['(DR353 p067)'],Outsider,Good;Chaos,Medium ,3,5,Plane of Arborea,-
Chokesnake,['(DU148 p082)'],Outsider,Symbiont;Tannar’ri;Evil;Chaos,Tiny,6,5,Plane of Abyss,Host +1
Demon;  Abyssal Ravager,['(MM2 p05) - (3.5up p31)'],Outsider,Evil;Chaos,Large ,3,5,Plane of Abyss,Lvl +5
Demon;  Bar-Lgura,['(HotA p029)'],Outsider,Tanar’ri;Evil;Chaos,Large ,6,5,Plane of Abyss,-
Demon;  Jovoc,['(MM2 p05) - (3.5up p31)'],Outsider,Tanar’ri;Evil;Chaos,Small ,4,5,Plane of Abyss,Lvl +5
Demon;  Nabassu;  Juvenile,['(HotA p04) - (DU112 p098)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,5,5,Plane of Abyss,-
Demon;  Skurchur,['(DR333 p035)'],Outsider,Tanar’ri;Evil;Chaos,Small ,6,5,Plane of Abyss,Lvl +5
Demonthorn Mandrak,['(MM5 p030)'],Outsider,Extraplanar,Large ,7,5,Any Lower Plane; Plane of Lamannia; Plane of Shavarath,-
"Devil;  Bearded (aka ""Barbazu"")",['(MM p05) - (Eb p98)'],Outsider,Baatezu;Evil;Law,Medium ,6,5,Plane of Hell; Plane of Shavarath,Lvl +6
Devil;  Narzugon,['(Tot9H p12) - (MotP p16) - (3.5up p28)'],Outsider,Baatezu;Evil;Law,Medium ,7,5,Plane of Hell,-
Dwarf;  Midgard,['(Frost p124)'],Outsider,Native,Small ,8,5,Cold Hills,Lvl +4
Energon;  Xac-Yel,['(Planar p119)'],Outsider,Incorporeal;Fire,Medium ,5,5,Plane of Gehenna,-
Energon;  Xac-Yij,['(Planar p120)'],Outsider,Incorporeal,Medium ,5,5,Plane of Limbo,-
Energon;  Xap-Yaup,['(Planar p121)'],Outsider,Incorporeal,Medium ,5,5,Plane of Beastlands,-
Energon;  Xeg-Yi,['(MotP p16) - (3.5up p2)+ - (Eb p97)'],Outsider,Incorporeal,Medium ,5,5,Plane of Negative; Plane of Mabar,-
Energon;  Xong-Yong,['(Planar p121)'],Outsider,Incorporeal,Medium ,5,5,Plane of Acheron,-
Energon;  Xor-Yost,['(Planar p122)'],Outsider,Incorporeal;Cold,Mediumum ,5,5,Plane of Hell,-
Genie;  Djinni,['(MM p11) - (Eb p97)'],Outsider,Air,Large ,7,5,Plane of Air; Plane of Lamannia,Lvl +6
Guardinal;  Lupinal,['(MM2 p04) - (3.5up p31)'],Outsider,Guardinal;Good,Medium ,8,5,Plane of Elysian,Lvl +7
Hordling,['(DU124 p097)'],Outsider,Evil;Chaos,Medium ,6,5,Plane of Hades; Plane of Carceri; Plane of Pandemonium; Plane of Abyss,-
Marrash,['(MM2 p14) - (3.5up p35)'],Outsider,Evil;Law,Medium ,7,5,Plane of Hell,Lvl +6
Mercane,['(MotP p17) - (3.5up p28)'],Outsider,Law,Large ,7,5,Any Plane,-
Nightmare,['(MM p19) - (Eb p97)'],Outsider,Evil,Large ,6,5,Plane of Hades; Plane of Lamannia,Cohort +4
Quori;  Tsoreva,['(MoE p147)'],Outsider,Quori;Psionic;Evil;Law,Medium ,5,5,Plane of Dal Quor,-
Rast,['(MM p21) - (Eb p95)'],Outsider,Fire,Medium ,4,5,Plane of Fire; Plane of Fernia,-
Ravid,['(MM p21) - (Eb p96)'],Outsider,-,Medium ,3,5,Plane of Positive; Plane of Irian,-
Rejkar,['(MM3 p14) - (Eb p98)'],Outsider,Cold,Large ,5,5,Plane of Hell; Plane of Risia,Lvl +6
Shadow Mastiff,['(MM p22) - (Eb p97)'],Outsider,-,Medium ,4,5,Plane of Shadow; Plane of Mabar,Cohort +3
Slyph,['(MM2 p19) - (3.5up p3)+ - (Eb p99)'],Outsider,Air,Small ,3,5,Plane of Air; Temperate Mountains; Warm Mountains; Plane of Thelanis,Lvl +5
Spellshadow,['(DR324 p047)'],Outsider,Chaos;Incorporeal,Medium ,6,5,Plane of Dal Quor,-
Tojanida;  Adult,['(MM p24) - (Eb p97)'],Outsider,Water,Medium ,7,5,Plane of Water; Plane of Lamannia,-
Visilight,['(MM3 p186)'],Outsider,Law,Medium ,5,5,Plane of Mechanus; Plane of Daanvi,-
Yugoloth;  Canoloth,['(MM3 p20) - (MM3Errata) - (Eb p9)+ - (MotP p185)'],Outsider,Yugoloth;Evil,Medium ,6,5,Plane of Gehenna; Plane of Mabar,Lvl +5
Yugoloth;  Corruptor of Fate,['(MM4 p19) - (Eb p97)'],Outsider,Yugoloth;Evil,Medium ,7,5,Plane of Gehenna; Plane of Mabar; Plane of Dolurrh; Plane of Shavarath,-
Abishai;  Green,['(Tot9H p109)'],Outsider,Baatezu;Evil;Law,Medium ,6,6,Plane of Hell,-
Arcadian Avenger,['(MM5 p008)'],Outsider,Good;Law,Medium ,8,6,Plane of Arcadia; Plane of Daanvi,-
Archon;  Justice,['(MM4 p080)'],Outsider,Archon;Good;Law,Medium ,6,6,Plane of Celestia; Plane of Shavarath,-
Demon;  Babau,['(MM p04) - (Eb p98)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,7,6,Plane of Abyss; Plane of Shavarath,-
Demon;  Broodswarm,['(HotA p031)'],Outsider,Swarm;Tanar’ri;Evil;Chaos,Tiny,8,6,Plane of Abyss,-
Demon;  Uridezu,['(MotP p16) - (3.5up p28)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,7,6,Plane of Abyss,-
Demonhive Queen,['(MM4 p050)'],Outsider,Evil,Large ,8,6,Plane of Abyss; Warm Forests; Warm Jungle; Temperate Forests; Temperate Jungle; Plane of Mabar,-
"Devil;  Chain (aka ""Kyton"")",['(MM p05) - (Eb p98)'],Outsider,Evil;Law,Medium ,8,6,Plane of Hell; Plane of Shavarath,Lvl +6
"Devil;  Desert (aka ""Araton"")",['(Sand p147)'],Outsider,Evil;Law,Medium ,8,6,Plane of Hell,Lvl +6
Devil;  Gulthir,['(MM5 p032)'],Outsider,Baatezu;Evil;Law,Large ,6,6,Plane of Hell,-
"Devil;  Steel (aka ""Bueroza"")",['(Tot9H p137)'],Outsider,Baatezu;Evil;Law,Medium ,6,6,Plane of Hell,-
Dwarf Ancestor,['(MM4 p052)'],Outsider,Native,Large ,5,6,Underground,-
Ebon Aspect,['(DU125 p047)'],Outsider,Evil,Large ,10,6,Adventure (kyuss),-
Eladrin;  Bralani,['(MM p09) - (Eb p99)'],Outsider,Eladrin;Good;Chaos,Medium ,6,6,Plane of Arborea; Plane of Thelanis,Lvl +5
Formian;  Winged Warrior,['(FF p07) - (Eb p94)'],Outsider,Formian;Law,Medium ,6,6,Plane of Mechanus; Plane of Daanvi,-
Genie;  Qorrashi,['(Frost p131)'],Outsider,Cold;Law,Large ,7,6,Plane of Air,Lvl +5
Guardinal;  Equinal,['(BoED p173)'],Outsider,Guardinal;Good,Large ,6,6,Plane of Elysian,Lvl +7
Malfera,['(DR343 p051)'],Outsider,Evil;Chaos,Large ,9,6,Plane of Chaotic; Plane of Dream,-
Minotaur of Legend,['(MM2 p21) - (3.5up p35)'],Outsider,Native,Large ,6,6,Underground,Template - Legendary; Monster; Minotaur;  Half-Earth
Elemental,['(MotP p18) - (3.5up p26)'],Outsider,Earth,Large ,6,6,Plane of Earth,Template - Half-Earth; Element
Nerra;  Sillit,['(FF p129)'],Outsider,Nerra,Medium ,7,6,Plane of Mirrors,Lvl +8
"Quori;  Hashalaq (aka ""Dreamstealer"")",['(DR324 p051)'],Outsider,Quori;Psionic;Evil;Law,Medium ,8,6,Plane of Dal Quor,-
Salamander;  9Average,['(MM p21) - (Eb p9)+ - (DR314 p049)'],Outsider,Fire,Medium ,9,6,Plane of Fire; Plane of Fernia,Lvl +5
Skinwalker,['(DU145 p084)'],Outsider,Native,Medium ,8,6,Any,-
Slaad;  Mud,['(FF p15) - (Eb p96)'],Outsider,Slaad;Chaos,Medium ,6,6,Plane of Limbo; Plane of Kythri,-
Spirit of the Wild,['(DU148 p024)'],Outsider,Chaos,Large ,7,6,Plane of Beastlands,-
Thunder,['(DR317 p065)'],Outsider,Air,Medium ,7,6,Any,Lvl +4
Xill,['(MM p259)'],Outsider,-,Medium ,5,6,Plane of Ethereal,Lvl +4
Xorn;  Adult,['(MM p26) - (Eb p97)'],Outsider,Earth,Medium ,7,6,Plane of Earth; Plane of Lamannia,-
Yugoloth;  Mezzoloth,['(MM3 p20) - (MM3Errata) - (Eb p9)+ - (MotP p185)'],Outsider,Yugoloth;Evil,Medium ,10,6,Plane of Gehenna; Plane of Mabar,Lvl +5
Abishai;  Blue,['(Tot9H p10) - (RedHand p117)'],Outsider,Baatezu;Evil;Law,Medium ,7,7,Plane of Hell,-
"Bezekira (aka ""Hellcat"")",['(MM p05) - (Eb p97)'],Outsider,Evil;Law,Large ,8,7,Plane of Hell; Plane of Lamannia,-
Chaos Beast,['(MM p03) - (Eb p96)'],Outsider,Chaos,Medium ,8,7,Plane of Limbo; Plane of Kythri,-
Demon;  Armanite,['(HotA p02) - (MotP p16) - (3.5up p28)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,9,7,Plane of Abyss,-
Demon;  Arrow,['(MM3 p03) - (Eb p98)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,10,7,Plane of Abyss; Plane of Shavarath,Lvl +8
Demon;  Colchiln,['(DU112 p096)'],Outsider,Tanar’ri;Evil;Chaos,Small ,8,7,Plane of Abyss,Lvl +8
Demon;  Succubus,['(MM p04) - (Eb p97)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,6,7,Plane of Abyss; Plane of Mabar,Lvl +6
Dergholoth,['(DU150 p124)'],Outsider,Yugoloth;Evil,Large ,8,7,Plane of Hades; Plane of Gehenna; Plane of Carceri,-
Devil;  Amnizu,['(Tot9H p11) - (MM2 p06) - (3.5up p32)'],Outsider,Baatezu;Evil;Law,Medium ,9,7,Plane of Hell,-
"Devil;  Harvester (aka ""Falxugon"")",['(Tot9H p117)'],Outsider,Baatezu;Evil;Law,Medium ,9,7,Plane of Hell,-
"Devil;  Pain (aka ""Excruciarch"")",['(Tot9H p132)'],Outsider,Baatezu;Evil;Law,Medium ,8,7,Plane of Hell,-
Formian;  Taskmaster,['(MM p10) - (Eb p94)'],Outsider,Formian;Law,Medium ,6,7,Plane of Mechanus; Plane of Daanvi,-
Genie;  Dao,['(MotP p17) - (3.5up p2)+ - (Eb p97)'],Outsider,Earth;Evil,Large ,8,7,Plane of Earth; Plane of Lamannia,-
Keeper,['(FF p11) - (3.5up p24)'],Outsider,-,Medium ,4,7,Plane of Unknown,Lvl +3
Krathbairn,['(DoF p106)'],Outsider,Dragonblood;Evil;Chaos;Native,Medium ,7,7,Warm Desert; Underground,-
Lillend,['(MM p16) - (Eb p99)'],Outsider,Good;Chaos,Large ,7,7,Plane of Ysgard; Plane of Thelanis,Lvl +6
Quori;  Tsucora,['(Eb p296)'],Outsider,Quori;Psionic;Evil;Law,Medium ,6,7,Plane of Dal Quor,-
Slaad;  Red,['(MM p22) - (Eb p96)'],Outsider,Slaad;Chaos,Large ,7,7,Plane of Limbo; Plane of Kythri,Lvl +6
Slow Shadow,['(DU112 p104)'],Outsider,Incorporeal;Cold;Evil;Chaos,Medium ,14,7,Plane of Negative,-
Abishai;  Red,['(Tot9H p110)'],Outsider,Baatezu;Evil;Law,Medium ,8,8,Plane of Hell,-
Akleu,['(DR348 p050)'],Outsider,Evil,Medium ,10,8,Plane of Xoriat,-
Archon;  Warden,['(BoED p163)'],Outsider,Archon;Good;Law,Large ,8,8,Plane of Celestia,Lvl +7
Arrowhawk;  DElder,['(MM p01) - (Ebp97)'],Outsider,Air,Large ,15,8,Plane of Air; Plane of Lamannia,-
Asura,['(BoED p16) - (DR312 p52)'],Outsider,Good;Chaos,Medium ,8,8,Upper Planes,Lvl +6
Class(DR312 p52) Demon;  Ankshar,['(DR341 p027)'],Outsider,Evil;Chaos,Huge ,12,8,Plane of Abyss,-
Demon;  Dybbuk,['(HotA p036)'],Outsider,Loumara;Evil;Chaos;Incorporeal,Medium ,10,8,Plane of Abyss,-
Demon;  Palrethee,['(MM2 p05) - (3.5up p31)'],Outsider,Tanar’ri;Evil;Chaos;Fire,Medium ,8,8,Plane of Abyss,Lvl +6
Demon;  Solamith,['(MM5 p028)'],Outsider,Tanar’ri;Evil;Chaos,Large ,11,8,Plane of Abyss; Plane of Shavarath,-
Demon;  Yochlol,['(HotA p054)'],Outsider,Evil;Chaos;Shapechanger,Medium ,10,8,Plane of Abyss,-
Devil;  Erinyes,['(MM p05) - (Eb p98)'],Outsider,Baatezu;Evil;Law,Medium ,9,8,Plane of Hell; Plane of Shavarath,Lvl +7
Devil;  Orthon,['(Tot9H p128)'],Outsider,Baatezu;Evil;Law,Large ,7,8,Plane of Hell,-
Formian;  Armadon,['(FF p07) - (Eb p94)'],Outsider,Formian;Law,Large ,8,8,Plane of Mechanus; Plane of Daanvi,-
Genie;  Djinni Noble,['(MM p11) - (Eb p97)'],Outsider,Air,Large ,10,8,Plane of Air; Plane of Lamannia,Advanced
Genie;  Efreeti,['(MM p11) - (Eb p95)'],Outsider,Fire,Large ,10,8,Plane of Fire; Plane of Fernia,-
Glimmerskin,['(MM2 p11) - (3.5up p33)'],Outsider,Incorporeal,Medium ,12,8,Plane of Positive,-
Hob,['(DR324 p046)'],Outsider,Chaos,Small ,8,8,Plane of Dal Quor,-
Hollyphant - Winged Elephant,['(BoED p17) - (DR312 p55)'],Outsider,Good,Small / Large ,6,8,Plane of Beastlands,Lvl +9; Class(DR312 p55)
Lumi Crusader;  Cleric 6th & Fighter 2nd,['(MM3 p09) - (MM3Errata) - (Eb p96)+'],Outsider,-,Medium ,10,8,Plane of Positive; Plane of Irian,Leveled Up; Lvl +2
"Quori;  Du’Lora (aka ""Dark Fury"")",['(DR324 p049)'],Outsider,Quori;Psionic;Evil;Law,Large ,10,8,Plane of Dal Quor,-
Rakshasa;  Zakya,['(Eb p297)'],Outsider,Native,Medium ,7,8,Warm Marshes,Lvl +7
Slaad;  Blue,['(MM p22) - (Eb p96)'],Outsider,Slaad;Chaos,Large ,8,8,Plane of Limbo; Plane of Kythri,Lvl +6
Trilloch,['(MM3 p17) - (MM3Errata) - (Eb p97)+'],Outsider,Incorporeal;Chaotic,Small ,8,8,Plane of Negative; Plane of Mabar,-
Xorn;  DElder,['(MM p26) - (Eb p97)'],Outsider,Earth,Large ,15,8,Plane of Earth; Plane of Lamannia,-
Yugoloth;  Echinoloth,['(Storm p16) - (Eb p97)'],Outsider,Yugoloth;Evil;Aquatic,Large ,8,8,Plane of Gehenna; Plane of Mabar,-
Abyssal Drake,['(Dcn p145)'],Outsider,Evil;Chaos;Fire,Huge ,10,9,Plane of Abyss,Lvl +5
Archon;  Hammer,['(RoS p188)'],Outsider,Archon;Good;Law;Earth,Large ,10,9,Plane of Celestia,-
Bariaur Defender of Ysgard;  Ranger 6th,['(BoED p16) - (MotP p161)'],Outsider,Good;Chaos,Large ,9,9,Plane of Ysgard,Lvl +2
Bonespider Swarm,['(DU119 p078)'],Outsider,Swarm,Diminutive ,16,9,Plane of Negative,-
Canomorph;  Vultivor,['(FF p028)'],Outsider,Shapechanger;Evil;Chaos,Medium ,16,9,Lower Planes,Lvl +4
Demon;  Bulezau,['(HotA p03) - (DR341 p27)'],Outsider,Tanar’ri;Evil;Chaos,Large ,10,9,Plane of Abyss,-
Demon;  Maurezhi,['(FF p05) - (3.5up p24)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,5,9,Plane of Abyss,-
Demon;  Mavawhan,['(DR345 p032)'],Outsider,Tanar’ri;Evil;Chaos;Cold,Mediumum ,10,9,Plane of Abyss,-
Demon;  Vrock,['(MM p048)'],Outsider,Tanar’ri;Evil;Chaos,Large ,10,9,Plane of Abyss,Lvl +8
Demon;  Whisper,['(MM4 p046)'],Outsider,Incorporeal;Evil;Chaos,Medium ,12,9,Plane of Abyss; Plane of Xoriat,-
Demon;  Zovvut,['(MM2 p06) - (3.5up p31)'],Outsider,Evil;Chaos,Medium ,10,9,Plane of Abyss,-
Deva;  Movanic,['(FF p05) - (3.5up p24)'],Outsider,Good,Medium ,6,9,Upper Planes,-
"Devil;  Bone (aka ""Osyluth"")",['(MM p05) - (Eb p98)'],Outsider,Baatezu;Evil;Law,Large ,10,9,Plane of Hell; Plane of Shavarath,-
Devil;  Stitched,['(MM5 p036)'],Outsider,Evil;Law,Large ,8,9,Plane of Hades,-
Dune Stalker,['(MM2 p08) - (3.5up p32)'],Outsider,Earth,Medium ,6,9,Plane of Earth; Plane of Hades,Lvl +5
Ecalypse,['(MotP p17) - (3.5up p28)'],Outsider,-,Large ,10,9,Plane of Shadow,-
Genie;  Marid,['(MotP p17) - (3.5up p2)+ - (Eb p97)'],Outsider,Water;Chaos,Large ,11,9,Plane of Water; Plane of Lamannia,-
Guardinal;  Avoral,['(MM p14) - (Eb p97)'],Outsider,Guardinal;Good,Medium ,7,9,Plane of Elysian; Plane of Lamannia,-
Half-Fiend Human Cleric 7th,['(MM p147)'],Outsider,AugmentedHumanoid;Native,Medium ,7,9,Temperate Plains,Template - Half-Fiend; Leveled Up; Lvl +4
"Hell Hound;  Advanced (aka ""Nessian Warhound"")",['(MM p15) - (Eb p95)'],Outsider,Fire;Evil;Law,Large ,12,9,Plane of Hell; Plane of Fernia,Cohort +4; Advanced
Night Hag,['(MM p19) - (DR324 p066)'],Outsider,Evil,Medium ,8,9,Plane of Hades,-
Rilmani;  Ferrumach,['(FF p14) - (3.5up p24)'],Outsider,Rilmani,Medium ,8,9,Plane of Outlands,Lvl +5
Saint;  Human Paladin 7th,['(BoED p184)'],Outsider,AugmentedHumanoid;Native,Medium ,7,9,Any,Template - Saint; Leveled Up; Lvl +2
Slaad;  Green,['(MM p23) - (Eb p96)'],Outsider,Slaad;Chaos,Large ,9,9,Plane of Limbo; Plane of Kythri,Lvl +7
Tojanida;  DElder,['(MM p24) - (Eb p97)'],Outsider,Water,Large ,15,9,Plane of Water; Plane of Lamannia,-
Unraveler,['(Planar p130)'],Outsider,Incorporeal;Law,Large ,8,9,Inner Planes,-
Vaporighu,['(MM2 p19) - (3.5up p37)'],Outsider,Evil,Medium ,10,9,Plane of Gehenna,-
Yugoloth;  Piscoloth,['(FF p19) - (3.5up p2)+ - (Eb p97)'],Outsider,Yugoloth;Evil,Medium ,9,9,Plane of Gehenna; Plane of Mabar,-
Yugoloth;  Voor;  Dreadful Lasher,['(MM4 p19) - (Eb p97)'],Outsider,Yugoloth;Evil,Huge ,15,9,Plane of Gehenna; Plane of Mabar,Advanced
Couatl,['(MM p037)'],Outsider,Native,Large ,9,10,Warm Forests,Lvl +7
Demon;  Adaru,['(MM5 p020)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,13,10,Plane of Abyss; Plane of Xoriat,-
Demon;  Bebilith,['(MM p04) - (Eb p97)'],Outsider,Evil;Chaos,Huge ,12,10,Plane of Abyss; Plane of Lamannia,-
Demon;  Chasme,['(HotA p034)'],Outsider,Tanar’ri;Evil;Chaos,Large ,9,10,Plane of Abyss,-
Demon;  Draudnu,['(MM5 p024)'],Outsider,Obyrith;Evil;Chaos,Medium ,14,10,Plane of Aybss; Plane of Xoriat,-
Eladrin;  Firre,['(BoED p16) - (Eb p9)+ - (MotP p162)'],Outsider,Eladrin;Good;Chaos,Medium ,8,10,Plane of Arborea; Plane of Fernia,Lvl +10
Formian;  Myrmarch,['(MM p11) - (Eb p94)'],Outsider,Formian;Law,Large ,12,10,Plane of Mechanus; Plane of Daanvi,-
Guardinal;  Ursinal,['(BoED p174)'],Outsider,Guardinal;Good,Large ,10,10,Plane of Elysian,Lvl +8
Maelephant,['(FF p120)'],Outsider,Evil;Law,Large ,8,10,Plane of Hell,-
Ogre Mage;  Entropic,['(Planar p123)'],Outsider,AugmentedGiant,Large ,5,10,Plane of Negative,Template - Entropic; Lvl +9
Rakshasa,['(MM p211)'],Outsider,Native,Medium ,7,10,Warm Marshes,Lvl +7
Salamander;  ANoble,['(MM p21) - (Eb p9)+ - (DR314 p049)'],Outsider,Fire,Large ,15,10,Plane of Fire; Plane of Fernia,-
Slaad;  Gray,['(MM p23) - (Eb p96)'],Outsider,Slaad;Chaos,Medium ,10,10,Plane of Limbo; Plane of Kythri,Lvl +6
Sunfly Swarm,['(BoED p190)'],Outsider,Swarm;Good,Diminutive ,9,10,Any,-
Yugoloth;  Corruptor of Fate;  Assassin 5th,['(MM4 p19) - (Eb p97)'],Outsider,Yugoloth;Evil,Medium ,12,10,Plane of Gehenna; Plane of Mabar; Plane of Dolurrh; Plane of Shavarath,Leveled Up
Yugoloth;  Marraenoloth,['(MM2 p20) - (3.5up p3)+ - (Eb p97)'],Outsider,Yugoloth;Evil,Medium ,10,10,Plane of Gehenna; Plane of Mabar,Lvl +5
Yugoloth;  Nycaloth,['(MM3 p20) - (MM3Errata) - (Eb p9)+ - (MotP p185)'],Outsider,Yugoloth;Evil,Large ,14,10,Plane of Gehenna; Plane of Mabar,Lvl +5
Yugoloth;  Yagnoloth,['(MM2 p20) - (3.5up p3)+ - (Eb p97)'],Outsider,Yugoloth;Evil,Large ,10,10,Plane of Gehenna; Plane of Mabar,Lvl +6
Archon;  Owl,['(BoED p159)'],Outsider,Archon;Good;Law,Large ,10,11,Plane of Celestia,Lvl +8
Archon;  Sword,['(BoED p160)'],Outsider,Archon;Good;Law,Large ,11,11,Plane of Celestia,Lvl +9
Asag,['(DR334 p037)'],Outsider,Earth;Evil,Huge ,17,11,Any,-
Canomorph;  Shadurakul,['(FF p027)'],Outsider,Shapechanger;Evil,Medium ,10,11,Lower Planes,Lvl +4
Demodand;  Farastu,['(FF p04) - (3.5up p24)'],Outsider,Demodand;Evil,Medium ,11,11,Plane of Carceri,-
Demon;  Bebilith;  Loth-Touched,['(MM4 p09) - (Eb p97)'],Outsider,Evil;Chaos,Huge ,12,11,Plane of Abyss; Plane of Lamannia,Template - Lolth-Touched
Demon;  Hezrou,['(MM p04) - (Eb p98)'],Outsider,Tanar’ri;Evil;Chaos,Large ,10,11,Plane of Abyss; Plane of Shavarath,Lvl +9
Demon;  Kastighur,['(MM4 p042)'],Outsider,Tanar’ri;Evil;Chaos,Huge ,16,11,Plane of Abyss; Plane of Mabar,-
Demon;  Palrethee;  Advanced,['(DU147 p054)'],Outsider,Tanar’ri;Evil;Chaos;Fire,Medium ,12,11,Plane of Abyss,Advanced
"Devil;  Assassin (aka ""Dogal"")",['(Tot9H p114)'],Outsider,Baatezu;Evil;Law,Medium ,14,11,Plane of Hell,-
"Devil;  Barbed (aka ""Hamatuala"")",['(MM p05) - (Eb p98)'],Outsider,Baatezu;Evil;Law,Medium ,12,11,Plane of Hell; Plane of Shavarath,-
"Devil;  Pleasure (aka ""Brachina"")",['(Tot9H p134)'],Outsider,Baatezu;Evil;Law,Medium ,12,11,Plane of Hell,-
Dire Tiger;  Vivacious,['(Planar p132)'],Outsider,Incorporeal;AugmentedAnimal,Large ,16,11,Plane of Positive Template,- Vivacious
"Fiend;  Death Devil (aka ""Jerul"")",['(DR353 p069)'],Outsider,Baatezu;Evil;Law,Large ,10,11,Plane of Hell,-
Fiend;  Umbral Gloom,['(DR353 p070)'],Outsider,Evil,Large ,10,11,Plane of Shadow,-
Formian;  Observer,['(FF p07) - (Eb p94)'],Outsider,Formian;Law,Medium ,9,11,Plane of Mechanus; Plane of Daanvi,-
Half-Celestial Human Paladin 9th,['(MM p145)'],Outsider,AugmentedHumanoid;Native,Medium ,9,11,Temperate Plains,Template - Half-Celestial; Leveled Up; Lvl +4
Hordling;  Spittlemaw,['(DU124 p100)'],Outsider,Evil;Chaos,Medium ,12,11,Plane of Hades; Plane of Carceri; Plane of Pandemonium; Plane of Abyss,-
Kyra,['(DR348 p052)'],Outsider,Evil,Huge ,12,11,Underground; Plane of Xoriat,-
Nightmare;  Cauchemar,['(MM p19) - (Eb p97)'],Outsider,Evil,Huge ,15,11,Plane of Hades; Plane of Lamannia,Cohort +4; Advanced
Quori;  Dream Master,['(MoE p148)'],Outsider,Quori;Psionic;Evil;Law,Large ,12,11,Plane of Dal Quor,-
Radiant Idol,['(Sharn p180)'],Outsider,Native,Large ,11,11,Any,-
Rakshasa;  Naztharune,['(MM3 p13) - (MM3Errata)'],Outsider,Native,Medium ,11,11,Warm Marshes,Lvl +5
Astral Stalker,['(MM3 p01) - (MM3Errata)'],Outsider,-,Medium ,12,12,Plane of Astral,Lvl +6
Ayperobos Swarm,['(Tot9H p115)'],Outsider,Swarm;Baatezu;Evil;Law,Diminutive ,13,12,Plane of Hell,-
Basilisk;  Abyssal Greater,['(MM p023)'],Outsider,AugmentedMagicalBeast,Large ,18,12,Plane of Abyss,Template - Fiendish; Advanced
Demon;  Lilitu,['(HotA p043)'],Outsider,Tanar’ri;Evil;Chaos,Medium ,14,12,Plane of Abyss,-
Demon;  Manitou,['(DR359 p043)'],Outsider,Loumara;Evil;Chaos;Incorporeal,Huge ,15,12,Plane of Abyss,-
Demon;  Vathugu,['(DR337 p052)'],Outsider,Tanar’ri;Evil;Chaos,Large ,12,12,Plane of Abyss,-
Deva;  Monadic,['(FF p05) - (3.5up p24)'],Outsider,Good,Medium ,10,12,Any Upper Plane,-
