Ghosteater,Gh,165,Aberration (Incorporeal),3,Medium
Ghoul,MM,118,Undead,1,Medium
"Ghoul, Abyssal",FF,12,Undead (Extraplanar),10,Medium
Giant Wasp Mount,MM4,84,Vermin,3,Large
"Giant, Abyssal",EDP,204,"Giant (Evil, Extraplanar)",11,Huge
"Giant, Bog",FF,81,Giant (Aquatic),6,Large
"Giant, Cloud",MM,120,Giant (Air),11,Huge
"Giant, Death",MM3,54,Giant,16,Huge
"Giant, Draconic Fire",Dr,149,Giant (Fire),11,Large
"Giant, Eldritch",MM3,56,Giant,15,Huge
"Giant, Eldritch Confessor",MM3,57,Giant,20,Huge
"Giant, Fire",MM,121,Giant (Fire),10,Large
"Giant, Fog",Mon,50,Giant (Air),8,Huge
"Giant, Forest",MM2,110,Giant,11,Huge
"Giant, Frost",MM,122,Giant (Cold),9,Large
"Giant, Frost Mauler",Fr,134,Giant (Cold),11,Large
"Giant, Frost Spiritspeaker",Fr,134,Giant (Cold),10,Large
"Giant, Frost Tundra Scout",Fr,135,Giant (Cold),10,Large
"Giant, Greater Dusk",HH,147,Giant,14,Huge
"Giant, Hill",MM,123,Giant,7,Large
"Giant, Least Dusk",HH,147,Giant,4,Medium
"Giant, Lesser Dusk",HH,147,Giant,9,Large
"Giant, Mountain",MM2,112,Giant (Earth),26,Colossal
"Giant, Muspelheim Fire",DD,200,"Outsider (Evil, Fire, Lawful)",20,Gargantuan
"Giant, Ocean",MM2,112,"Giant (Aquatic, Cold)",19,Huge
"Giant, Phaerlin",Mon,50,Giant (Earth),3,Huge
"Giant, Sand",MM3,58,Giant,10,Large
"Giant, Sand Champion",MM3,59,Giant,15,Large
"Giant, Shadow",FF,82,Giant,18,Huge
"Giant, Stone",MM,124,Giant (Earth),8,Large
"Giant, Stone Elder",MM,124,Giant (Earth),9,Large
"Giant, Storm",MM,125,Giant,13,Huge
"Giant, Sun",MM2,110,Giant (Fire),12,Huge
"Giant, Totem",MoI,178,Giant (Incarnum),10,Large
Gibbering Mouther,MM,126,Aberration,5,Medium
Gibbering Orb,EL,191,Aberration,27,Huge
Gibberling,Mon,52,Humanoid (Gibberling),1/3,Small
Girallon,MM,126,Magical Beast,6,Large
Gish,MM4,62,Humanoid (Extraplanar),8,Medium
Githyanki,MM,127,Humanoid (Extraplanar),1,Medium
Githyanki Captain,MM4,63,Humanoid (Extraplanar),10,Medium
Githyanki Soldier,MM4,62,Humanoid (Extraplanar),4,Medium
"Githyanki, Psionic",XPH,198,"Humanoid (Extraplanar, Psionic)",1,Medium
Githzerai,MM,129,Humanoid (Extraplanar),1,Medium
"Githzerai, Psionic",XPH,199,"Humanoid (Extraplanar, Psionic)",1,Medium
Glabrezu (Demon),MM,43,"Outsider (Chaotic, Extraplanar, Evil, Tanar'ri)",13,Huge
Glaistig,MM3,60,Fey,6,Medium
Glaistig Mindbender,MM3,61,Fey,8,Medium
Glimmerskin,MM2,114,Outsider (Incorporeal),8,Medium
Glitterfire,MM3,92,Ooze,6,Medium
Gloom,EL,192,Monstrous Humanoid,25,Medium
Gloura,Und,88,Fey,7,Medium
Glyptodon,Fr,116,Animal,5,Large
Gnoll,MM,130,Humanoid (Gnoll),1,Medium
"Gnoll, Flind",MM3,62,Humanoid (Gnoll),2,Medium
Goatfolk (Ibixian),MM3,63,Monstrous Humanoid,2,Medium
Goblin,MM,133,Humanoid (Goblinoid),1/3,Small
"Goblin, Dekanter",Mon,53,Monstrous Humanoid (Goblinoid),1,Medium
"Goblin, Snow",Fr,136,Humanoid (Goblinoid),1/2,Small
Golden Protector (Celestial Half-Dragon Lammasu),MM,166,Dragon,13,Large
"Golem, Adamantine",EL,194,Construct,25,Huge
"Golem, Alchemical",MM3,66,Construct,11,Large
"Golem, Blood of Hextor",FF,84,Construct,8,Large
"Golem, Brain",FF,85,Construct,10,Large
"Golem, Brass",MM2,116,Construct,10,Large
"Golem, Cadaver",HH,149,Construct,8,Large
"Golem, Chain",MM2,44,Construct,5,Medium
"Golem, Clay",MM,134,Construct,10,Large
"Golem, Coral",Sto,150,Construct (Aquatic),9,Huge
"Golem, Demonflesh",FF,86,Construct (Extraplanar),18,Huge
"Golem, Diamond Gemstone",Mon,53,Construct,12,Large
"Golem, Dragonbone",Dr,164,Construct,12,Large
"Golem, Dragonflesh",MM2,116,Construct,13,Large
"Golem, Drakestone",Dr,164,Construct,15,Large
"Golem, Emerald Gemstone",Mon,53,Construct,12,Large
"Golem, Equine",AE,87,Construct,5,Large
"Golem, Flesh",MM,135,Construct,7,Large
"Golem, Gloom",MM3,68,"Construct (Evil, Extraplanar)",7,Large
"Golem, Grave Dirt",LM,105,Construct,9,Large
"Golem, Hangman",MM3,69,Construct,13,Large
"Golem, Hellfire",FF,88,Construct (Extraplanar),17,Large
"Golem, Ice",Fr,137,Construct (Cold),9,Large
"Golem, Incarnum",MoI,179,Construct (Incarnum),10,Large
"Golem, Iron",MM,136,Construct,13,Large
"Golem, Ironwyrm",Dr,165,Construct,17,Large
"Golem, Mithral",EL,193,Construct,21,Huge
"Golem, Mud",MM3,70,Construct,11,Large
"Golem, Prismatic",MM3,71,"Construct (Extraplanar, Good, Incorporeal)",18,Large
"Golem, Ruby Gemstone",Mon,53,Construct,11,Large
"Golem, Sand",Sa,182,Construct,12,Huge
"Golem, Serpentflesh",SK,81,Construct,8,Large
"Golem, Shadesteel",MM3,72,Construct (Extraplanar),11,Large
"Golem, Shadesteel Greater",MM3,73,Construct (Extraplanar),14,Large
"Golem, Spiderstone",CSQ,120,Construct,18,Large
"Golem, Stained Glass",MM2,116,Construct,5,Medium
"Golem, Stone",MM,137,Construct,11,Large
"Golem, Stone Greater",MM,137,Construct,16,Huge
"Golem, Thayan",Mon,56,Construct,8,Medium
"Golem, Web",MM3,74,Construct,7,Large
Gorgon,MM,137,Magical Beast,8,Large
Goristro,FCI,40,"Outsider (Chaotic, Evil, Extraplanar, Tanar'ri)",16,Huge
"Goristro, Demon (Tanar'ri)",MP,164,"Outsider (Chaotic, Evil)",13,Huge
Gorynych,LE,172,Dragon,12,Huge
Gravecrawler,MM2,118,Undead (Earth),16,Small
Gravehound,MH,62,Undead,3,Medium
Graveyard Sludge,MM5,72,Ooze,4,Large
Gravorg,MM2,119,Magical Beast,8,Large
Gray Glutton,XPH,200,Magical Beast,7,Huge
Gray Jester,HH,151,Fey,4,Medium
Gray Render,MM,138,Magical Beast,8,Large
Greater Spawn of Juiblex,MM5,162,"Elemental (Extraplanar, Water)",10,Huge
Greathorn Minotaur,MM4,100,Monstrous Humanoid (Earth),7,Large
Green Warder,Mon,57,Plant,4,Medium
Greenspawn Leaper,MM4,144,Magical Beast (Dragonblood),2,Medium
Greenspawn Razorfiend,MM4,146,Magical Beast (Dragonblood),7,Large
Greenspawn Sneak,MM4,148,Monstrous Humanoid (Dragonblood),2,Small
Greenspawn Sneak Raid Leader,MM4,148,Monstrous Humanoid (Dragonblood),7,Small
Greenspawn Zealot,MM5,74,Monstrous Humanoid,5,Medium
Greenvise,MM2,120,Plant,10,Huge
Grell,MM2,121,Aberration,3,Medium
Grick,MM,139,Aberration,3,Medium
Griffon,MM,139,Magical Beast,4,Large
Grig,MM,235,Fey,1,Tiny
Grimalkin,MM2,122,Shapechanger,2,Medium
Grimlock,MM,140,Monstrous Humanoid,1,Medium
Grimweird,MM3,75,Undead,11,Medium
Grisgol,MM3,76,Construct,15,Large
Grizzly Mastodon,MM2,123,Beast,13,Huge
Groundling,Mon,57,Monstrous Humanoid,2,Medium
Guardgoyle,CSW,135,Construct,2,Small
"Guardinal, Avoral",MM,141,"Outsider (Extraplanar, Good, Guardinal)",9,Medium
"Guardinal, Cervidal",MM2,43,"Outsider (Extraplanar, Good, Guardinal)",3,Medium
"Guardinal, Equinal",BE,173,"Outsider (Extraplanar, Good, Guardinal)",6,Large
"Guardinal, Lupinal",MM2,43,"Outsider (Extraplanar, Good, Guardinal)",5,Medium
"Guardinal, Musteval",BE,174,"Outsider (Extraplanar, Good, Guardinal)",2,Tiny
"Guardinal, Ursinal",BE,174,"Outsider (Extraplanar, Good, Guardinal)",10,Large
Guecubu,FCI,41,"Outsider (Chaotic, Evil, Extraplanar, Incorporeal, Loumara)",4,Medium
Gulgar,MM3,78,Monstrous Humanoid (Earth),9,Large
Gulguthydra,Mon,58,Aberration,12,Huge
Gulthir,MM5,32,"Outsider (Baatezu, Evil, Extraplanar, Lawful)",6,Large
Guulvorg,MM5,76,Magical Beast,13,Huge
Gynosphinx,MM,233,Magical Beast,8,Large
Hadozee,Sto,151,Humanoid (Hadozee),1/2,Medium
Hadozee First Mate,Sto,151,Humanoid (Hadozee),3,Medium
Hadrimoi,MM5,185,Monstrous Humanoid,5,Medium
"Hag, Annis",MM,143,Monstrous Humanoid,6,Large
"Hag, Dune",Sa,158,Monstrous Humanoid,4,Large
"Hag, Dusk",ECS,284,Monstrous Humanoid,4,Medium
"Hag, Green",MM,143,Monstrous Humanoid,5,Medium
"Hag, Night",MM,193,"Outsider (Evil, Extraplanar)",9,Medium
"Hag, Sea",MM,144,Monstrous Humanoid (Aquatic),4,Medium
"Hag, Shrieking",Una,64,Monstrous Humanoid,10,Medium
Half-Farspawn,LoM,151,Outsider (Native),10,Large
Half-Fey Centaur,FF,89,Fey,4,Large
Half-Fiend (Durzagon),MM2,124,"Outsider (Evil, Extraplanar, Lawful)",4,Medium
Half-Fiend Gnoll Warlock,MM4,68,"Outsider (Augmented Humanoid, Native)",6,Medium
Half-Giant,XPH,200,Giant (Psionic),1,Medium
"Half-Golem, Clay",MM2,211,Construct,4,Medium
"Half-Golem, Flesh",MM2,211,Construct,4,Medium
"Half-Golem, Iron",MM2,211,Construct,4,Medium
"Half-Golem, Stone",MM2,211,Construct,4,Medium
Half-Illithid Lizardfolk,FF,90,Aberration (Reptillian),4,Medium
Half-Orc Infiltrator,MM4,117,Humanoid (Orc),3,Medium
Half-Troll Barbazu,FF,92,Giant (Extraplanar),9,Medium
Halfblood Deceiver,MM4,185,Monstrous Humanoid,6,Medium
"Halfling, Deep",MM,150,Humanoid (Halfling),1/2,Small
Hammerclaw,Sto,152,Magical Beast (Aquatic),4,Large
Hannya,OA,166,Monstrous Humanoid,4,Medium
Haraknin,FF,26,"Outsider (Evil, Extraplanar, Fire, Lawful, Shapechanger)",5,Medium
"Harginn, Elemental Grue",CAr,154,"Elemental (Evil, Extraplanar, Fire)",2,Medium
Harpy,MM,150,Monstrous Humanoid,4,Medium
Harpy Archer,MM,151,Monstrous Humanoid,11,Medium
Harrier,DF,87,Magical Beast,3,Large
Harssaf,MM3,82,Monstrous Humanoid (Fire),5,Medium
Harvester Devil (Falxugon),FCII,117,"Outsider (Baatezu, Evil, Extraplanar, Lawful)",7,Medium
Hashalaq Quori,SoS,154,"Outsider (Evil, Extraplanar, Lawful, Psionic, Quori)",9,Medium
Hawk,MM,273,Animal,1/3,Tiny
"Hawk, Dire",RW,189,Animal,2,Medium
Hebi-No-Onna,OA,167,Monstrous Humanoid (Spirit),15,Medium
Hell Hound,MM,151,"Outsider (Evil, Extraplanar, Fire, Lawful)",3,Medium
"Hell Hound, Nessian Warhound",MM,151,"Outsider (Evil, Extraplanar, Fire, Lawful)",9,Large
Hellcat (Bezekira),MM,54,"Outsider (Evil, Extraplanar, Lawful)",7,Large
Hellfire Engine,FCII,119,Construct,19,Huge
Hellfire Wyrm,MM2,125,Dragon (Fire),26,Huge
Helmed Horror,LE,175,Construct,8,Medium
Hengeyokai,OA,168,Shapechanger,1/2,Medium
Hezrou (Demon),MM,44,"Outsider (Chaotic, Extraplanar, Evil, Tanar'ri)",11,Large
Hieracosphinx,MM,234,Magical Beast,5,Large
Hill giant,MM,123,Giant,7,Large
Hippocampus,Sto,153,Magical Beast (Aquatic),2,Large
Hippogriff,MM,152,Magical Beast,2,Large
"Hippogriff, Pseudonatural",LoM,161,Outsider,2,Large
Hippopotamus,Sa,193,Animal,6,Large
"Hippopotamus, Dire",Sa,149,Animal,14,Huge
Hoard Scarab,Dr,167,Vermin,1/2,Fine
Hoary Hunter,EL,197,Fey (Cold),25,Medium
Hoary Steed,EL,198,Magical Beast (Cold),9,Large
Hobgoblin,MM,153,Humanoid (Goblinoid),1/2,Medium
Hobgoblin Duskblade,MM5,84,Humanoid (Goblinoid),3,Medium
Hobgoblin Spellscourge,MM5,85,Monstrous Humanoid (Goblinoid),5,Medium
Hobgoblin Warcaster,MM5,86,Monstrous Humanoid (Goblinoid),4,Medium
Hobgoblin Warsoul,MM5,87,Monstrous Humanoid (Goblinoid),8,Medium
Hobyah,StS,31,Outsider,3,Tiny
Hollyphant,BE,176,"Outsider (Extraplanar, Good)",8,Small
Holocaust Disciple (Fire Avatar),MM4,11,"Elemental (Extraplanar, Fire)",15,Large
Homunculus,MM,154,Construct,1,Tiny
"Homunculus, Dedicated Wright",ECS,285,Construct,1/2,Tiny
"Homunculus, Expeditious Messenger",ECS,285,Construct,1/3,Diminutive
"Homunculus, Furtive Flicher",ECS,286,Construct,1/2,Tiny
"Homunculus, Iron Defender",ECS,287,Construct,1,Small
"Homunculus, Packmate",MoE,152,Construct,1,Small
Hook Horror,MM2,126,Aberration,6,Large
Hopping Vampire,OA,169,Undead,5,Medium
Horned Beast,TM,82,Magical Beast,4,Medium
Horned Devil (Cornugon),MM,55,"Outsider (Baatezu, Evil, Extraplanar, Lawful)",16,Large
"Horse, Dire",MM2,75,Animal,4,Large
"Horse, Heavy",MM,273,Animal,1,Large
"Horse, Legendary",MM2,138,Animal,8,Large
"Horse, Light",MM,273,Animal,1,Large
"Horse, Valenar Riding",ECS,289,Animal,1,Large
Hound of the Gloom,LoM,153,Aberration,9,Large
Hound of the Hunt,MM5,202,Magical Beast,18,Large
"Hound, Mastiff",Rac,174,Animal,1,Medium
Howler,MM,154,"Outsider (Chaotic, Evil, Extraplanar)",3,Large
Howler Wasp,MM4,74,Aberration,1,Small
Howler Wasp Queen,MM4,74,Aberration,5,Large
Huecuva,FF,94,Undead,7,Medium
Huitzil,DM,114,Animal (Dragonblood),1/3,Tiny
Hulking Corpse,LM,109,Undead,9,Large
Hullathoin,FF,96,Undead,15,Huge
Human Einherjar,DD,199,Outsider (Quasi-Deity),20,Medium
Hunefer,EL,198,Undead,25,Medium
Hybsil,Mon,61,Fey,1,Small
"Hydra, Eight-Headed",MM,155,Magical Beast,7,Huge
"Hydra, Eleven-Headed",MM,155,Magical Beast,10,Huge
"Hydra, Five-Headed",MM,155,Magical Beast,4,Huge
"Hydra, Nine-Headed",MM,155,Magical Beast,8,Huge
"Hydra, Seven-Headed",MM,155,Magical Beast,6,Huge
"Hydra, Six-Headed",MM,155,Magical Beast,5,Huge
"Hydra, Ten-Headed",MM,155,Magical Beast,9,Huge
"Hydra, Twelve-Headed",MM,155,Magical Beast,11,Huge
Hyena,MM,274,Animal,1,Medium
Ibis,Rac,174,Animal,1/4,Tiny
Ibrandlin,Mon,62,Dragon (Fire),5,Gargantuan
Ice Devil (Gelugon),MM,56,"Outsider (Baatezu, Evil, Extraplanar, Lawful)",13,Large
"Ice Paraelemental, Elder",MP,181,"Elemental (Air, Cold)",11,Huge
"Ice Paraelemental, Greater",MP,181,"Elemental (Air, Cold)",9,Huge
"Ice Paraelemental, Huge",MP,181,"Elemental (Air, Cold)",7,Huge
"Ice Paraelemental, Large",MP,181,"Elemental (Air, Cold)",5,Large
"Ice Paraelemental, Medium",MP,181,"Elemental (Air, Cold)",3,Medium
"Ice Paraelemental, Small",MP,181,"Elemental (Air, Cold)",1,Small
Ice Serpent,Mon,62,"Elemental (Air, Cold)",3,Large
Icegaunt,Fr,141,Undead (Cold),6,Medium
"Ildriss, Elemental Grue",CAr,155,"Elemental (Air, Evil, Extraplanar)",2,Medium
"Illithidae, Embrac",LoM,154,Aberration,7,Large
"Illithidae, Kigrid",LoM,155,Aberration,5,Medium
"Illithidae, Saltor",LoM,156,Aberration,3,Small
Illurien,MM5,90,"Outsider (Evil, Extraplanar)",15,Large
Immoth,MM2,127,"Elemental (Air, Cold, Extraplanar, Water)",9,Large
Imp (Devil),MM,56,"Outsider (Evil, Extraplanar, Lawful)",2,Tiny
"Imp, Bloodbag",FF,98,"Outsider (Evil, Extraplanar, Lawful)",3,Tiny
"Imp, Euphoric",FF,99,"Outsider (Evil, Extraplanar, Lawful)",3,Tiny
"Imp, Filth",FF,100,"Outsider (Evil, Extraplanar, Lawful)",2,Tiny
Indricothere,FF,100,Animal,9,Huge
Ineffable Horror,Und,91,Aberration,5,Large
"Inevitable, Kolyarut",MM,159,"Construct (Extraplanar, Lawful)",12,Medium
"Inevitable, Marut",MM,159,"Construct (Extraplanar, Lawful)",15,Large
"Inevitable, Quarut",FF,102,"Construct (Extraplanar, Lawful)",17,Medium
"Inevitable, Varakhut",FF,103,"Construct (Extraplanar, Lawful)",19,Large
"Inevitable, Zelekhut",MM,160,"Construct (Extraplanar, Lawful)",9,Large
Inferno Spider,MM4,76,"Elemental (Extraplanar, Fire)",8,Large
Inspired,ECS,290,"Humanoid (Human, Psionic)",5,Medium
Intellect Devourer,XPH,202,"Aberration (Evil, Psionic)",7,Small
Invisible Stalker,MM,160,"Elemental (Air, Extraplanar)",7,Large
Iron Cobra,FF,103,Construct,2,Medium
Ironclad Mauler,MM3,84,Magical Beast,9,Large
Ironmaw,FF,104,Plant (Extraplanar),13,Huge
Ironthorn,Sa,166,Plant,6,Large
Ithyak-Ortheel,CR,149,"Outsider (Chaotic, Evil, Extraplanar)",22,Colossal
"Ixitxachitl, Average",MM2,128,Aberration (Aquatic),1,Small
"Ixitxachitl, Vampiric",MM2,128,Aberration (Aquatic),3,Small
Ixzan,LE,177,Aberration (Aquatic),4,Medium
Jackal,Sa,194,Animal,1,Small
Jackal Lord,FF,105,Monstrous Humanoid,8,Medium
"Jackal, Dire",Sa,150,Animal,2,Large
Jackelwere,FF,107,Magical Beast (Shapechanger),2,Small
Jaculi,SK,66,Magical Beast,3,Medium
Jaebrin,MM5,92,Fey,1,Medium
Jahi,MM2,130,Undead (Incorporeal),16,Tiny
Janni,MM,116,Outsider (Native),4,Medium
Jarilith (Tanar'ri),MM2,60,"Outsider (Chaotic, Extraplanar, Evil, Tanar'ri)",13,Small
Jermlaine,MM2,131,Fey,1/2,Tiny
Jiki-Ketsu-Gaki,OA,164,Undead (Spirit),6,Medium
Jiki-Niku-Gaki,OA,164,Undead (Spirit),1,Medium
Jovoc (Tanar'ri),MM2,58,"Outsider (Chaotic, Extraplanar, Evil, Tanar'ri)",5,Small
Joystealer,MM4,78,Fey (Incorporeal),5,Medium
Juggernaut,MM2,132,Construct,11,Huge
Julajimas,MM2,133,Aberration,12,Huge
Jumping Caltrop,CAd,133,Construct,1/4,Tiny
Jungle Giant,SX,77,Giant,8,Large
Justicator,MM3,85,Outsider (Lawful),13,Large
Justice Archon,MM4,80,"Outsider (Archon, Extraplanar, Good, Lawful)",6,Medium
Justice Archon Champion,MM4,81,"Outsider (Archon, Extraplanar, Good, Lawful)",10,Medium
Kalabon,FCII,120,"Outsider (Evil, Extraplanar, Lawful)",1/2,Small
Kalaraq Quori,SoS,156,"Outsider (Evil, Extraplanar, Incorporeal, Lawful, Psionic, Quori)",20,
Kaorti,FF,108,"Outsider (Evil, Extraplanar)",1,Medium
Kappa,OA,169,Monstrous Humanoid (Aquatic),2,Small
Karrnathi Dread Marshal,FW,150,Undead,5,Medium
Karsite,TM,84,Humanoid (Human),1,Medium
Kastighur,MM4,42,"Outsider (Chaotic, Extraplanar, Evil, Tanar'ri)",11,Huge
Keeper,FF,111,Outsider (Extraplanar),7,Medium
Kelp Angler,FF,112,Plant (Aquatic),9,Large`
Kelpie,FF,114,Fey (Aquatic),10,Large
Kelubar (Demodand),FF,44,"Outsider (Evil, Extraplanar)",13,Medium
Kelvezu (Tanar'ri),MM2,60,"Outsider (Chaotic, Extraplanar, Evil, Tanar'ri)",18,Small
Ken-Kuni,MM5,48,Giant (Earth),8,Large
Ken-Li,MM5,48,Giant (Fire),10,Large
Ken-Sun,MM5,49,Giant (Air),13,Large
Kenku,MM3,86,Humanoid (Kenku),1/2,Medium
Kenku Sneak,MM3,87,Humanoid (Kenku),1,Medium
Kezef the Chaos Hound,CR,144,"Outsider (Chaotic, Evil, Extraplanar)",21,Huge
Khaasta,FF,115,"Monstrous Humanoid (Extraplanar, Reptillian)",3,Medium
"Khumat, Shadow Beast",MH,69,Outsider (Extraplanar),8,Large
Ki-Rin,OA,170,Magical Beast,18,Huge
Klurichir (Tanar'ri),FF,48,"Outsider (Chaotic, Evil, Extraplanar, Tanar'ri)",25,Huge
Kobold,MM,161,Humanoid (Reptilian),1/4,Small
Kocrachon (Baatezu),BV,175,"Outsider (Baatezu, Evil, Lawful)",6,Medium
Kopru,MM2,134,Monstrous Humanoid (Aquatic),6,Medium
Korobokuru,OA,171,Humanoid (Dwarf),1/2,Small
Kraken,MM,162,Magical Beast (Aquatic),12,Gargantuan
Krathbairn,DrF,106,"Outsider (Chaotic, Dragonblood, Evil, Native)",7,Medium
Krenshar,MM,163,Magical Beast,1,Medium
Krinth,An,150,Humanoid (Extraplanar),1,Medium
"Kruthik, Adult",MH,63,Magical Beast,4,Medium
"Kruthik, Greater",MH,64,Magical Beast,6,Large
"Kruthik, Hatchling",MH,62,Magical Beast,2,Small
Kuldurath,FF,116,Magical Beast (Extraplanar),8,Large
Kuo-toa,MM,163,Monstrous Humanoid (Aquatic),2,Medium
Kuo-Toa Exalted Whip,MM5,95,Monstrous Humanoid (Aquatic),7,Medium
Kuo-Toa Harpooner,MM5,96,Monstrous Humanoid (Aquatic),4,Medium
Kuo-Toa Leviathan,Und,92,Monstrous Humanoid (Aquatic),15,Huge
Kuo-Toa Monitor,MM5,97,Monstrous Humanoid (Aquatic),6,Medium
"Kython, Adult",BV,179,Aberration,5,Medium
"Kython, Broodling",BV,179,Aberration,1,Small
"Kython, Impaler",BV,180,Aberration,8,Medium
"Kython, Juvenile",BV,179,Aberration,3,Medium
"Kython, Slaughterking",BV,181,Aberration,13,Large
"Kython, Slaymaster",BV,180,Aberration,11,Large
Lamia,MM,165,Magical Beast,6,Large
Lamia Noble,EDP,206,Monstrous Humanoid (Extraplanar),11,Large
Lammasu,MM,165,Magical Beast,8,Large
"Landwyrm, Desert",Dr,169,Dragon,18,Gargantuan
"Landwyrm, Forest",Dr,170,Dragon,10,Large
"Landwyrm, Hill",Dr,170,Dragon,12,Huge
"Landwyrm, Jungle",Dr,171,Dragon,16,Huge
"Landwyrm, Mountain",Dr,172,Dragon,22,Colossal
"Landwyrm, Plains",Dr,172,Dragon,6,Medium
"Landwyrm, Swamp",Dr,173,Dragon (Aquatic),20,Gargantuan
"Landwyrm, Tundra",Dr,174,Dragon,14,Huge
"Landwyrm, Underdark",Dr,175,Dragon,8,Large
Laraken,ShS,66,Outsider (Extraplanar),14,Large
Lashemoi,MM5,186,Monstrous Humanoid,1,Medium
Lavawight,EL,200,Undead,23,Medium
"Leech, Giant",Sto,154,Vermin (Aquatic),1/3,Small
Leechwalker,MM2,135,Vermin,10,Medium
Legendary Ape,MW,40,Animal,7,Medium
Legendary Bear,MW,40,Animal,9,Large
Legendary Eagle,MW,40,Animal,6,Small
Legendary Horse,MW,40,Animal,8,Large
Legendary Shark,MW,40,Animal,10,Huge
Legendary Snake,MW,40,Animal,8,Large
Legendary Tiger,MW,40,Animal,10,Large
Legendary Wolf,MW,40,Animal,7,Medium
Legion Devil (Merregon),FCII,122,"Outsider (Baatezu, Evil, Extraplanar, Lawful)",3,Medium
Lemure (Devil),MM,57,"Outsider (Evil, Extraplanar, Lawful)",1,Medium
Leonal,MM,142,"Outsider (Extraplanar, Good, Guardinal)",12,Medium
"Leonal, Celestial (Guardinal)",MP,162,Outsider (Good),12,Medium
Leopard,MM,274,Animal,2,Medium
LeShay,EL,202,Fey,28,Medium
Leskylor,BE,177,Magical Beast,7,Large
"Leskylor, Three-Headed",BE,177,Magical Beast,10,Large
Lesser Spawn of Juiblex,MM5,162,"Elemental (Extraplanar, Water)",6,Large
Leucrotta,Mon,63,Magical Beast,4,Large
"Leucrotta, Changesteed",CSW,137,Magical Beast (Shapechanger),5,Large
Leviathan,MM2,139,Magical Beast (Aquatic),25,Colossal
Lhosk,MM3,90,Monstrous Humanoid,4,Large
"Li Lung (Earth Dragon), Adult",OA,156,"Dragon (Earth, Spirit)",13,Huge
"Li Lung (Earth Dragon), Ancient",OA,156,"Dragon (Earth, Spirit)",21,Gargantuan
"Li Lung (Earth Dragon), Great Wyrm",OA,156,"Dragon (Earth, Spirit)",24,Colossal
"Li Lung (Earth Dragon), Juvenile",OA,156,"Dragon (Earth, Spirit)",8,Large
"Li Lung (Earth Dragon), Mature Adult",OA,156,"Dragon (Earth, Spirit)",15,Huge
"Li Lung (Earth Dragon), Old",OA,156,"Dragon (Earth, Spirit)",18,Gargantuan
"Li Lung (Earth Dragon), Very Old",OA,156,"Dragon (Earth, Spirit)",19,Gargantuan
"Li Lung (Earth Dragon), Wyrm",OA,156,"Dragon (Earth, Spirit)",22,Gargantuan
"Li Lung (Earth Dragon), Young Adult",OA,156,"Dragon (Earth, Spirit)",10,Huge
Lilitu,FCI,43,"Outsider (Chaotic, Evil, Extraplanar, Tanar'ri)",12,Medium
Lillend,MM,168,"Outsider (Chaotic, Extraplanar, Good)",7,Large
Limbo Stalker,PlH,126,"Magical Beast (Chaotic, Extraplanar)",8,Large
"Linnorm, Corpse-Tearer",MM2,141,Dragon,28,Gargantuan
"Linnorm, Dread",MM2,141,Dragon,25,Colossal
"Linnorm, Gray",MM2,141,Dragon,20,Huge
Lion,MM,274,Animal,3,Large
"Lion, Dire",MM,63,Animal,5,Large
"Lion, Sea",Sto,167,Animal,1,Large
Lith,Und,93,Magical Beast (Earth),6,Medium
Living Blasphemy,MM3,93,Ooze (Evil),13,Huge
Living Dictum,MM3,93,Ooze (Lawful),13,Huge
Living Holocaust,FF,117,"Elemental (Air, Fire, Extraplanar)",13,Small
Living Holy Word,MM3,93,Ooze (Good),13,Huge
Living Vault,EL,203,Construct,33,Colossal
Living Word of Chaos,MM3,93,Ooze (Chaotic),13,Huge
Lizard,MM,274,Animal,1/6,Tiny
Lizard King/Queen,SK,68,Outsider (Native),2,Medium
"Lizard, Giant Banded",Sa,164,Animal,7,Huge
"Lizard, Horned",Sa,194,Animal,1/4,Tiny
"Lizard, Monitor",MM,275,Animal,2,Medium
"Lizard, Pack",FRCS,308,Animal,3,Large
"Lizard, Riding",FRCS,308,Animal,2,Large
"Lizard, Spitting Crawler",FRCS,308,Animal,1/3,Tiny
"Lizard, Subterranean",Fo,32,Animal (Reptilian),3,Large
"Lizard, Woodling Monitor",MM3,197,Animal,4,Medium
Lizardfolk,MM,169,Humanoid (Repitilian),1,Medium
"Lizardfolk, Blackscale",MM3,95,Monstrous Humanoid (Reptillian),3,Large
"Lizardfolk, Poison Dusk",MM3,96,Humanoid (Reptilian),1,Small
"Lizardfolk, Poison Dusk Lieutenant",MM3,97,Humanoid (Reptilian),4,Small
Locathah,MM,169,Humanoid (Aquatic),1/2,Medium
Lodestone Marauder,MM4,90,Aberration,9,Large
Lolth-Touched Bebilith,MM4,92,"Outsider (Chaotic, Evil, Extraplanar)",11,Huge
Lolth-Touched Drow Ranger,MM4,92,Humanoid (Elf),7,Medium
Lolth-Touched Monstrous Hunting Spider,MM4,93,Vermin,3,Large
Lolth's Sting,MM4,55,Humanoid (Elf),5,Medium
Loquasphinx,TM,268,Magical Beast,8,Large
Loxo,ShS,67,Monstrous Humanoid,2,Large
Lucent Worm,FF,118,Magical Beast,17,Gargantuan
Lumi,MM3,98,Outsider,2,Medium
Lumi Crusader,MM3,99,Outsider,8,Medium
Luna Moth,HB,154,Magical Beast,4,Large
